,REC_CREATE_TIME,REC_CREATOR,REC_REVISE_TIME,REC_REVISOR,ARCHIVE_FLAG,WORKSHEET_NO,WHOLE_BACKLOG_CODE,UNIT_CODE,SG_SIGN,SG_STD,LACK_WT,OUT_THICK,OUT_WIDTH,EPST,NEST,BEGIN_TIME,FINISH_TIME,NLST,LPST,ORDER_NO,STATUS
426,,,,,,G16A535A01-2,IA,Z101,38MnS6BY,XCJS-472-2015-03,100.000000,95.800,0.000,20161026005630,20161026005830,20161104132834,20161104141952,20161031023126,20161125185249,G16A535A01,21
427,,,,,,G16A535A01-3,IA,Z101,38MnS6BY,XCJS-472-2015-03,100.000000,95.800,0.000,20161026005630,20161026005830,20161104141952,20161104151111,20161029032655,20161125185249,G16A535A01,21
428,,,,,,G16A535A01-4,IA,Z101,38MnS6BY,XCJS-472-2015-03,100.000000,95.800,0.000,20161026005630,20161026005830,20161104151111,20161104160230,20161029012039,20161125185249,G16A535A01,21
429,,,,,,G16A535A01-5,IA,Z101,38MnS6BY,XCJS-472-2015-03,100.000000,95.800,0.000,20161026005630,20161026005830,20161104160230,20161104165348,20161028234745,20161125185249,G16A535A01,21
430,,,,,,G16A381A12-1,IA,Z101,GCr15,XCJS-451-2011-01,100.000000,95.000,0.000,20161026005630,20161027005830,20161104165348,20161104174507,20161030151159,20161125225923,G16A381A12,21
431,,,,,,G16A586A01-1,IA,Z101,38MnS6BY,XCJS-472-2015-03,9.000000,95.800,0.000,20161026000505,20161026005830,20161104174507,20161104174944,20161026032346,20161125233221,G16A586A01,21
432,,,,,,GW64094A02-1,IA,Z101,41CrS4-hay1,XCJS-201-2016-06,100.000000,95.000,0.000,20161026005630,20161026005830,20161104174944,20161104184103,20161029025333,20161125183903,GW64094A02,21
433,,,,,,L161296A01-1,IA,Z101,C15CACPE,XCJS-720-2014-01,5.000000,92.500,0.000,20161026000249,20161026005830,20161104184103,20161104184336,20161031094710,20161125225550,L161296A01,21
434,,,,,,G16A310A01-1,IA,Z101,TL1438,JX1457-2016-02,100.000000,95.000,0.000,20161026005630,20161026005830,20161104200034,20161104205153,20161029093832,20161125185249,G16A310A01,21
435,,,,,,G16A310A01-2,IA,Z101,TL1438,JX1457-2016-02,100.000000,95.000,0.000,20161026005630,20161026005830,20161104205153,20161104214312,20161029124420,20161125185249,G16A310A01,21
436,,,,,,G16A310A01-3,IA,Z101,TL1438,JX1457-2016-02,100.000000,95.000,0.000,20161026005630,20161026005830,20161104214312,20161104223430,20161029141714,20161125185249,G16A310A01,21
437,,,,,,G169851A01-1,IA,Z101,38MnS6BY,XCJS-472-2015-03,38.858000,95.800,0.000,20161026002157,20161026005830,20161104223430,20161104225427,20161026202331,20161125220038,G169851A01,21
438,,,,,,G169399A03-1,IA,Z101,R30Mn2,QB/XCT002-2008-04,30.000000,95.000,0.000,20161026001657,20161026005830,20161104225427,20161104230950,20161026155624,20161125222750,G169399A03,21
439,,,,,,G16A220C01-1,IA,Z101,C70S6BY,JX1493-2012-01,50.000000,60.000,0.000,20161026002815,20161026005830,20161105000000,20161105002539,20161027094241,20161125203313,G16A220C01,21
440,,,,,,G16A220D01-1,IA,Z101,C70S6BY,JX1933-2015-02,50.000000,60.000,0.000,20161026002815,20161026005830,20161105002539,20161105005118,20161027080254,20161125203313,G16A220D01,21
441,,,,,,G16A465E02-1,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105005118,20161105014237,20161106072325,20161125182049,G16A465E02,21
442,,,,,,G16A465E02-2,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105014237,20161105023355,20161106055031,20161125182049,G16A465E02,21
443,,,,,,G16A465E02-3,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105023355,20161105032514,20161106041737,20161125182049,G16A465E02,21
444,,,,,,G16A465E02-4,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105032514,20161105041633,20161106024442,20161125182049,G16A465E02,21
445,,,,,,G16A463A04-1,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105041633,20161105050751,20161106133502,20161125182049,G16A463A04,21
446,,,,,,G16A463A04-2,IA,Z101,20MnCrS5,JX1251-2011-01,30.000000,60.000,0.000,20161026001657,20161026005830,20161105050751,20161105052315,20161026173601,20161125221814,G16A463A04,21
447,,,,,,G16A653A05-1,IA,Z101,23MnNiMoCr54,JX490-2011-06,60.000000,140.000,140.000,20161026003354,20161026005830,20161105050900,20161105053948,20161107162207,20161125164235,G16A653A05,21
448,,,,,,G16A492B01-1,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105052315,20161105061433,20161031233343,20161125182049,G16A492B01,21
449,,,,,,G16A653A06-1,IA,Z101,23MnNiMoCr54,JX490-2011-06,80.000000,140.000,140.000,20161026004512,20161026005830,20161105053948,20161105062051,20161107180706,20161125141647,G16A653A06,21
450,,,,,,G16A492B01-2,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105061433,20161105070552,20161031220049,20161125182049,G16A492B01,21
451,,,,,,G16A653A07-1,IA,Z101,23MnNiMoCr54,JX490-2011-06,40.000000,140.000,140.000,20161026002236,20161026005830,20161105062051,20161105064122,20161107151625,20161125190823,G16A653A07,21
452,,,,,,G16A653D01-1,IA,Z101,023,JX679-2014-03,80.000000,140.000,140.000,20161026004512,20161026005830,20161105064122,20161105072225,20161029094714,20161125160130,G16A653D01,21
453,,,,,,G16A492B01-3,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105070552,20161105075711,20161031202754,20161125182049,G16A492B01,21
454,,,,,,GW63926A02-1,IA,Z101,42CrMoS4QT,XCJS-546-2015-03,10.000000,55.000,0.000,20161026001029,20161028023933,20161105071950,20161105072457,20161118065722,20161125201147,GW63926A02,21
455,,,,,,G16A888D01-1,IA,Z101,SCM420H,JX173-2004-02,20.000000,140.000,140.000,20161026001118,20161026005830,20161105072225,20161105073241,20161028232330,20161125232459,G16A888D01,21
456,,,,,,G16A957A01-1,IA,Z101,16MnCrS5,JX579-2013-01,30.000000,140.000,140.000,20161026001657,20161026005830,20161105073241,20161105074804,20161107160125,20161125215737,G16A957A01,21
457,,,,,,G16A975C01-1,IA,Z101,ZF6,XCJS-299-2008-01,100.000000,140.000,140.000,20161026005630,20161026005830,20161105074804,20161105083923,20161102022357,20161125105329,G16A975C01,21
458,,,,,,G16A492B01-4,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105075711,20161105084829,20161031185500,20161125182049,G16A492B01,21
459,,,,,,G16A975C01-2,IA,Z101,ZF6,XCJS-299-2008-01,100.000000,140.000,140.000,20161026005630,20161026005830,20161105083923,20161105093041,20161102062358,20161125105329,G16A975C01,21
460,,,,,,G16A492B01-5,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105084829,20161105093948,20161031172206,20161125182049,G16A492B01,21
461,,,,,,G16A579C01-1,IA,Z101,ZWZ G7,JX2113-2015-02,9.790000,140.000,140.000,20161026000531,20161026005830,20161105093041,20161105093543,20161107152906,20161125231408,G16A579C01,21
462,,,,,,G16A579C02-1,IA,Z101,ZWZ G7,JX2113-2015-02,7.486000,140.000,140.000,20161026000413,20161026005830,20161105093543,20161105093933,20161107152502,20161125232455,G16A579C02,21
463,,,,,,G16A773A01-1,IA,Z101,SKF3,SKF D33-1 B10001,80.000000,140.000,140.000,20161026004512,20161030005830,20161105093933,20161105102036,20161117081658,20161125183340,G16A773A01,21
464,,,,,,G16A492B01-6,IA,Z101,ZF7B,XCJS-299-2008-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105093948,20161105103107,20161103225043,20161125182049,G16A492B01,21
465,,,,,,G16A958B01-1,IA,Z101,SKF3,SKF D33-1 B10001,33.352000,140.000,140.000,20161026001850,20161030005830,20161105102036,20161105103743,20161116143057,20161125214357,G16A958B01,21
466,,,,,,G16A496B02-1,IA,Z101,MS3007-5,JX2212-2015-01,45.000000,60.000,0.000,20161026002525,20161026005830,20161105103107,20161105105412,20161027005834,20161125213534,G16A496B02,11
467,,,,,,G16A561A01-1,IA,Z101,SKF3,SKF D33-1 B10001,30.000000,140.000,140.000,20161026001657,20161030005830,20161105103743,20161105105307,20161116135818,20161125215737,G16A561A01,21
468,,,,,,G16A561A02-1,IA,Z101,SKF3,SKF D33-1 B10001,50.000000,140.000,140.000,20161026002815,20161030005830,20161105105307,20161105111846,20161116190334,20161125203603,G16A561A02,21
469,,,,,,G16A472I01-1,IA,Z101,ETN-22,XCJS-324-2011-04,0.594000,60.000,0.000,20161026000020,20161026005830,20161105105412,20161105105430,20161026013550,20161125235759,G16A472I01,21
470,,,,,,G16A474C01-1,IA,Z101,30MnVS,JX1277-2011-01,100.000000,60.000,0.000,20161026005630,20161026005830,20161105105430,20161105114549,20161030232537,20161125185249,G16A474C01,11
471,,,,,,G16A561A03-1,IA,Z101,SKF3,SKF D33-1 B10001,7.000000,140.000,140.000,20161026000357,20161030005830,20161105111846,20161105112221,20161116102707,20161125233126,G16A561A03,21
472,,,,,,G16A561A04-1,IA,Z101,SKF3,SKF D33-1 B10001,10.000000,140.000,140.000,20161026000539,20161030005830,20161105112221,20161105112729,20161116105237,20161125231912,G16A561A04,21
473,,,,,,G16A564C01-1,IA,Z101,SKF3,SKF D33-1 B10001,20.000000,140.000,140.000,20161026001118,20161030005830,20161105112729,20161105113745,20161116120708,20161125223825,G16A564C01,21
474,,,,,,L161223A01-1,IA,Z101,SUJ2,JX364-2005-01,10.000000,140.000,140.000,20161026000539,20161030005830,20161105113745,20161105114253,20161120111433,20161125205430,L161223A01,21
475,,,,,,GW64062A01-1,IA,Z101,100Cr6,LA140101R,60.000000,140.000,140.000,20161026003354,20161030005830,20161105114253,20161105121340,20161116235310,20161125195515,GW64062A01,21
476,,,,,,G16A474C01-2,IA,Z101,30MnVS,JX1277-2011-01,80.800000,60.000,0.000,20161026004539,20161026005830,20161105114549,20161105122716,20161028060014,20161125195147,G16A474C01,11
477,,,,,,GW64072A01-1,IA,Z101,100Cr6,LA140101R,80.000000,140.000,140.000,20161026004512,20161030005830,20161105121340,20161105125443,20161117063214,20161125183340,GW64072A01,21
478,,,,,,G16A426C02-1,IA,Z101,CF53,JX1753-2015-02,2.072000,60.000,0.000,20161026000110,20161026005830,20161105122716,20161105122820,20161026014654,20161125235241,G16A426C02,11
479,,,,,,G16A437C01-1,IA,Z101,C70S6,JX1497-2015-02,80.000000,60.000,0.000,20161026004512,20161026005830,20161105122820,20161105130923,20161028120726,20161125140853,G16A437C01,21
480,,,,,,GW64072A06-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161030005830,20161105125443,20161105132022,20161116200902,20161125203603,GW64072A06,21
481,,,,,,G16A399B02-1,IA,Z101,S55C,JX1573-2012-01,50.000000,60.000,0.000,20161026002815,20161027005830,20161105130923,20161105133502,20161109070724,20161125203931,G16A399B02,21
482,,,,,,L161272A02-1,IA,Z101,SUJ2S1,JX311-2009-04,30.000000,140.000,140.000,20161026001657,20161030005830,20161105132022,20161105133546,20161116154428,20161125205652,L161272A02,21
483,,,,,,G16A455D08-1,IA,Z101,C&U1,JX498-2012-02,100.000000,60.000,0.000,20161026005630,20161027005830,20161105133502,20161105142621,20161028185010,20161125225923,G16A455D08,21
484,,,,,,L161272A03-1,IA,Z101,SUJ2S1,JX311-2009-04,95.000000,140.000,140.000,20161026005340,20161030005830,20161105133546,20161105142430,20161117164422,20161125142006,L161272A03,21
485,,,,,,L161272A04-1,IA,Z101,SUJ2S1,JX311-2009-04,40.000000,140.000,140.000,20161026002236,20161030005830,20161105142430,20161105144502,20161116211251,20161125195549,L161272A04,21
486,,,,,,G16A455D08-2,IA,Z101,C&U1,JX498-2012-02,50.000000,60.000,0.000,20161026002815,20161027005830,20161105142621,20161105145200,20161027054812,20161125232941,G16A455D08,21
487,,,,,,L161284B01-1,IA,Z101,SUJ2S1,EJX559-2013-01,50.000000,140.000,140.000,20161026002815,20161030005830,20161105144502,20161105151041,20161120131033,20161125080551,L161284B01,21
488,,,,,,G16A455E05-1,IA,Z101,C&U1-T,JX498-2012-02,100.000000,60.000,0.000,20161026005630,20161027005830,20161105145200,20161105154319,20161030040519,20161125225923,G16A455E05,21
489,,,,,,L161284C01-1,IA,Z101,SUJ2S1,JX311-2009-04,10.000000,140.000,140.000,20161026000539,20161030005830,20161105151041,20161105151549,20161116112909,20161125225857,L161284C01,21
490,,,,,,LW64001A01-1,IA,Z101,SUJ2S1,EJX559-2013-01,40.000000,140.000,140.000,20161026002236,20161030005830,20161105151549,20161105153621,20161120121302,20161125111640,LW64001A01,21
491,,,,,,LW64052A02-1,IA,Z101,SUJ2,JX364-2005-01,20.000000,140.000,140.000,20161026001118,20161030005830,20161105153621,20161105154636,20161120112311,20161125174901,LW64052A02,21
492,,,,,,G16A455F07-1,IA,Z101,C&U2,JX114-2012-04,100.000000,60.000,0.000,20161026005630,20161027005830,20161105154319,20161105163438,20161028221123,20161125213923,G16A455F07,21
493,,,,,,LW64052A03-1,IA,Z101,SUJ2,JX364-2005-01,40.000000,140.000,140.000,20161026002236,20161030005830,20161105154636,20161105160708,20161120100237,20161125113803,LW64052A03,21
494,,,,,,LW64052A05-1,IA,Z101,SUJ2,JX364-2005-01,100.000000,140.000,140.000,20161026005630,20161030005830,20161105160708,20161105165826,20161120094909,20161124170509,LW64052A05,21
495,,,,,,G16A455F07-2,IA,Z101,C&U2,JX114-2012-04,100.000000,60.000,0.000,20161026005630,20161027005830,20161105163438,20161105172556,20161028205123,20161125213923,G16A455F07,21
496,,,,,,LW64052A07-1,IA,Z101,SUJ2,JX364-2005-01,15.000000,140.000,140.000,20161026000828,20161030005830,20161105165826,20161105170608,20161120111043,20161125192146,LW64052A07,21
497,,,,,,L161223A05-1,IA,Z101,SUJ2,JX364-2005-01,6.000000,140.000,140.000,20161026000323,20161030005830,20161105170608,20161105170913,20161120112409,20161125220842,L161223A05,21
498,,,,,,L161245A01-1,IA,Z101,SUJ2S1,JX311-2009-04,7.000000,140.000,140.000,20161026000357,20161030005830,20161105170913,20161105171248,20161116103232,20161125231716,L161245A01,21
499,,,,,,L161256A01-1,IA,Z101,SUJ2S1,JX311-2009-04,20.000000,140.000,140.000,20161026001118,20161030005830,20161105171248,20161105172304,20161116134110,20161125215754,L161256A01,21
500,,,,,,L161256A02-1,IA,Z101,SUJ2S1,JX311-2009-04,30.000000,140.000,140.000,20161026001657,20161030005830,20161105172304,20161105173828,20161116150512,20161125205652,L161256A02,21
501,,,,,,G16A455F07-3,IA,Z101,C&U2,JX114-2012-04,80.000000,60.000,0.000,20161026004512,20161027005830,20161105172556,20161105180659,20161027175527,20161125220730,G16A455F07,21
502,,,,,,L161257B01-1,IA,Z101,SUJ2S1,JX311-2009-04,79.002000,140.000,140.000,20161026004438,20161030005830,20161105173828,20161105181900,20161117134315,20161125155745,L161257B01,21
503,,,,,,G16A439A02-1,IA,Z101,C56E2,S130107,100.000000,60.000,0.000,20161026005630,20161027005830,20161105180659,20161105185818,20161110021855,20161125183903,G16A439A02,21
504,,,,,,L161257C01-1,IA,Z101,SUJ2S1,JX985-2009-01,0.898000,140.000,140.000,20161026000030,20161030005830,20161105181900,20161105181927,20161120115824,20161125234251,L161257C01,21
505,,,,,,L161258A02-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161030005830,20161105181927,20161105184507,20161117042105,20161125185447,L161258A02,21
506,,,,,,L161258A03-1,IA,Z101,SUJ2S1,JX311-2009-04,10.000000,140.000,140.000,20161026000539,20161030005830,20161105184507,20161105185015,20161116111604,20161125225857,L161258A03,21
507,,,,,,L161258A04-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161030005830,20161105185015,20161105191554,20161117031538,20161125185447,L161258A04,21
508,,,,,,G16A439A02-2,IA,Z101,C56E2,S130107,50.000000,60.000,0.000,20161026002815,20161027005830,20161105185818,20161105192357,20161108151015,20161125211931,G16A439A02,21
509,,,,,,L161258A05-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161030005830,20161105191554,20161105194133,20161117021010,20161125185447,L161258A05,21
510,,,,,,GW63985A01-1,IA,Z101,SCM440,XCJS-044-2003-02,0.098000,52.000,0.000,20161026000003,20161026005830,20161105192357,20161105192400,20161026043447,20161125235956,GW63985A01,11
511,,,,,,GW63985B01-1,IA,Z101,SCM440H,XCJS-043-2002,9.000000,50.000,0.000,20161026000000,20161026000000,20161105192400,20161105192837,20161026000534,20161125235432,GW63985B01,12
512,,,,,,G16A282C01-1,IA,Z101,TL1352,JX1388-2012-01,6.768000,50.000,0.000,20161026000349,20161026005830,20161105192837,20161105193205,20161026024437,20161125233606,G16A282C01,11
513,,,,,,G16A285A02-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,60.000000,50.000,0.000,20161026003354,20161026005830,20161105193205,20161105200253,20161027234611,20161125203629,G16A285A02,21
514,,,,,,L161272A01-1,IA,Z101,SUJ2S1,JX311-2009-04,90.000000,140.000,140.000,20161026005051,20161030005830,20161105194133,20161105202744,20161117145905,20161125145037,L161272A01,21
515,,,,,,G16A362B01-1,IA,Z101,XC45,JX337-2013-05,100.000000,50.000,0.000,20161026005630,20161026005830,20161105200253,20161105205411,20161103045344,20161125180703,G16A362B01,21
516,,,,,,GW63769A07-1,IA,Z101,SKF3,SKF D33-1 B10001,15.000000,140.000,140.000,20161026000828,20161030005830,20161105202744,20161105203526,20161116115722,20161125225848,GW63769A07,21
517,,,,,,GW63769A08-1,IA,Z101,SKF3,SKF D33-1 B10001,0.942000,140.000,140.000,20161026000031,20161030005830,20161105203526,20161105203555,20161116102146,20161125235609,GW63769A08,21
518,,,,,,GW63769A09-1,IA,Z101,SKF3,SKF D33-1 B10001,0.740000,140.000,140.000,20161026000025,20161030005830,20161105203555,20161105203618,20161116102111,20161125235658,GW63769A09,21
519,,,,,,GW63908A01-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161030005830,20161105203618,20161105210157,20161116175807,20161125203603,GW63908A01,21
520,,,,,,G16A362D01-1,IA,Z101,UC1,JX266-2012-03,50.000000,50.000,0.000,20161026002815,20161026005830,20161105205411,20161105211951,20161027162843,20161125210331,G16A362D01,21
521,,,,,,GW63530A05-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,56.288000,140.000,140.000,20161026003148,20161030005830,20161105210157,20161105213050,20161116224648,20161125201024,GW63530A05,21
522,,,,,,G169569D04-1,IA,Z101,20CrMoH part3,JX2598-2015-01,15.000000,50.000,0.000,20161026000828,20161026005830,20161105211951,20161105212732,20161026054822,20161125230703,G169569D04,21
523,,,,,,G169389A01-1,IA,Z101,55,JX2420-2015-01,50.000000,50.000,0.000,20161026002815,20161026005830,20161105212732,20161105215312,20161026050220,20161125231301,G169389A01,21
524,,,,,,GW63530A06-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,75.000000,140.000,140.000,20161026004222,20161030005830,20161105213050,20161105220919,20161117050355,20161125185404,GW63530A06,21
525,,,,,,G169430A01-1,IA,Z101,20MnCrS5,JX1251-2011-01,2.074000,50.000,0.000,20161026000000,20161026000000,20161105215312,20161105215415,20161026000000,20161125235257,G169430A01,12
526,,,,,,G169482C01-1,IA,Z101,55,JX2420-2015-01,50.000000,50.000,0.000,20161026002815,20161026005830,20161105215415,20161105221955,20161026051901,20161125231301,G169482C01,21
527,,,,,,GW63530B06-1,IA,Z101,SKF3,SKF D33-1 B10001,0.182000,140.000,140.000,20161026000006,20161030005830,20161105220919,20161105220924,20161116102141,20161125235915,GW63530B06,21
528,,,,,,GW63530B07-1,IA,Z101,SKF3,SKF D33-1 B10001,3.542000,140.000,140.000,20161026000200,20161030005830,20161105220924,20161105221113,20161116102127,20161125234533,GW63530B07,21
529,,,,,,GW63912A01-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161030005830,20161105221113,20161105223653,20161116165240,20161125203603,GW63912A01,21
530,,,,,,G16A239A01-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,11.740000,50.000,0.000,20161026000638,20161026005830,20161105221955,20161105222556,20161026053500,20161125231432,G16A239A01,21
531,,,,,,G16A465E01-1,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,50.000,0.000,20161026005630,20161026005830,20161105222556,20161105231715,20161106085619,20161125182049,G16A465E01,21
532,,,,,,GW63912A03-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161030005830,20161105223653,20161105230232,20161104143913,20161125172644,GW63912A03,21
533,,,,,,GW63914A01-1,IA,Z101,SKF3,"B10001""D""+B10000",100.000000,140.000,140.000,20161026005630,20161030005830,20161105230232,20161105235351,20161117113307,20161125171206,GW63914A01,21
534,,,,,,G16A465E01-2,IA,Z101,20MnCrS5,JX1251-2011-01,11.085000,50.000,0.000,20161026000615,20161026005830,20161105231715,20161105232256,20161026053204,20161125232224,G16A465E01,21
535,,,,,,G16A465E01-3,IA,Z101,20MnCrS5,JX1251-2011-01,18.547000,50.000,0.000,20161026000000,20161026000000,20161105232256,20161105233227,20161026001054,20161125225705,G16A465E01,12
536,,,,,,G16A465F02-1,IA,Z101,20MnCrS5-2,JX2257-2015-01,100.000000,50.000,0.000,20161026005630,20161026005830,20161105233227,20161106002346,20161105233854,20161125182049,G16A465F02,11
537,,,,,,GW63946A01-1,IA,Z101,100Cr6,XCJS-729-2015-02,12.000000,140.000,140.000,20161026000646,20161030005830,20161105235351,20161106000000,20161104135946,20161125204445,GW63946A01,21
538,,,,,,GW63946A03-1,IA,Z101,100Cr6,XCJS-729-2015-02,100.000000,140.000,140.000,20161026005630,20161030005830,20161106000000,20161106005119,20161104165240,20161124205255,GW63946A03,21
539,,,,,,G16A465F02-2,IA,Z101,20MnCrS5-2,JX2257-2015-01,20.000000,50.000,0.000,20161026001118,20161026005830,20161106002346,20161106003401,20161026105131,20161125225209,G16A465F02,11
540,,,,,,G16A463A02-1,IA,Z101,20MnCrS5,JX1251-2011-01,60.000000,50.000,0.000,20161026003354,20161026005830,20161106003401,20161106010449,20161028013740,20161125203629,G16A463A02,21
541,,,,,,GW63946A03-2,IA,Z101,100Cr6,XCJS-729-2015-02,100.000000,140.000,140.000,20161026005630,20161030005830,20161106005119,20161106014237,20161104225241,20161124205255,GW63946A03,21
542,,,,,,G16A455F05-1,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161027005830,20161106010449,20161106015607,20161029063312,20161125213923,G16A455F05,21
543,,,,,,GW63946A03-3,IA,Z101,100Cr6,XCJS-729-2015-02,67.788000,140.000,140.000,20161026003818,20161030005830,20161106014237,20161106021724,20161104150032,20161125053702,GW63946A03,21
544,,,,,,G16A455F05-2,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161027005830,20161106015607,20161106024726,20161029051312,20161125213923,G16A455F05,21
545,,,,,,GW63946A04-1,IA,Z101,100Cr6,XCJS-729-2015-02,35.000000,140.000,140.000,20161026001946,20161030005830,20161106021724,20161106023522,20161104130847,20161125143031,GW63946A04,21
546,,,,,,G16A319A01-1,IA,Z101,SKF3,SKF D33-1 B10001,20.000000,140.000,140.000,20161026001118,20161030005830,20161106023522,20161106024538,20161116123318,20161125223825,G16A319A01,21
547,,,,,,G16A319E01-1,IA,Z101,SUJ2S1,JX495-2006-01,0.284000,140.000,140.000,20161026000009,20161030005830,20161106024538,20161106024546,20161116102143,20161125235840,G16A319E01,21
548,,,,,,G16A319J01-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,12.000000,140.000,140.000,20161026000646,20161030005830,20161106024546,20161106025156,20161116110145,20161125231103,G16A319J01,21
549,,,,,,G16A455F05-3,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161027005830,20161106024726,20161106033844,20161029035312,20161125213923,G16A455F05,21
550,,,,,,G16A211A01-1,IA,Z101,SUJ2S1,EJX562-2013-01,1.842000,140.000,140.000,20161026000102,20161030005830,20161106025156,20161106025252,20161116102223,20161125234254,G16A211A01,21
551,,,,,,G16A211A03-1,IA,Z101,SUJ2S1,EJX562-2013-01,0.074000,140.000,140.000,20161026000002,20161030005830,20161106025252,20161106025255,20161116102148,20161125235918,G16A211A03,21
552,,,,,,G16A211A04-1,IA,Z101,SUJ2S1,EJX562-2013-01,20.000000,140.000,140.000,20161026001118,20161030005830,20161106025255,20161106030310,20161116132540,20161125205427,G16A211A04,21
553,,,,,,G16A445A01-1,IA,Z101,20,GB/T699-1999,10.000000,140.000,140.000,20161026000539,20161030005830,20161106030310,20161106030818,20161104134907,20161125224044,G16A445A01,21
554,,,,,,G16A975C02-1,IA,Z101,ZF6,XCJS-299-2008-01,60.000000,140.000,140.000,20161026003354,20161026005830,20161106030818,20161106033905,20161101213504,20161125160805,G16A975C02,21
555,,,,,,G16A455F05-4,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161027005830,20161106033844,20161106043003,20161029023312,20161125213923,G16A455F05,21
556,,,,,,GW64040C01-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106033905,20161106034413,20161104224103,20161125214637,GW64040C01,21
557,,,,,,GW64040C02-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106034413,20161106034921,20161104231837,20161125214637,GW64040C02,21
558,,,,,,GW64040C03-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106034921,20161106035429,20161105003345,20161125214637,GW64040C03,21
559,,,,,,GW64040C04-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106035429,20161106035937,20161104235611,20161125214637,GW64040C04,21
560,,,,,,GW64042F01-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106035937,20161106040445,20161109215606,20161125200748,GW64042F01,21
561,,,,,,GW64042F02-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,10.000000,140.000,140.000,20161026000539,20161026005830,20161106040445,20161106040953,20161109223339,20161125200748,GW64042F02,21
562,,,,,,GW64042F03-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,20.000000,140.000,140.000,20161026001118,20161026005830,20161106040953,20161106042008,20161113070031,20161125161536,GW64042F03,21
563,,,,,,G16A317B01-1,IA,Z101,SCM420H,JX173-2004-02,10.000000,140.000,140.000,20161026000539,20161026005830,20161106042008,20161106042516,20161028002903,20161125234229,G16A317B01,21
564,,,,,,G16A268A02-1,IA,Z101,SAE8620H,JX1452-2012-01,20.000000,140.000,140.000,20161026001118,20161026005830,20161106042516,20161106043532,20161028022507,20161125212241,G16A268A02,11
565,,,,,,G16A891A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,30.000000,55.000,0.000,20161026001657,20161026005830,20161106043003,20161106044527,20161026190345,20161125221814,G16A891A01,21
566,,,,,,G16A268A03-1,IA,Z101,SAE8620H,JX1452-2012-01,40.000000,140.000,140.000,20161026002236,20161026005830,20161106043532,20161106045603,20161101102157,20161125184523,G16A268A03,11
