NO,REC_CREATE_TIME,REC_CREATOR,REC_REVISE_TIME,REC_REVISOR,ARCHIVE_FLAG,WORKSHEET_NO,WHOLE_BACKLOG_CODE,UNIT_CODE,SG_SIGN,SG_STD,LACK_WT,OUT_THICK,OUT_WIDTH,BEGIN_TIME,FINISH_TIME,最早开始时间,最晚开始时间,ORDER_NO,STATUS
315,,,,,,G16A388A02-14,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109034638,20161109043756,20161026005630,20161112102313,G16A388A02,1
316,,,,,,G16A388A02-15,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109043756,20161109052914,20161026005630,20161112094951,G16A388A02,1
250,,,,,,G16A574A01-1,IA,Z101,S55CR,JX1228-2014-03,10,55,0,20161109052914,20161109053421,20161026000539,20161029201430,G16A574A01,0
318,,,,,,G16A388A02-16,IA,Z101,S55CG,TES SC 0554HE,6.728,55,0,20161109053421,20161109053748,20161026000348,20161112123621,G16A388A02,1
572,,,,,,G16A970A01-2,IA,Z101,CF53,JX1753-2015-02,100,55,0,20161109053748,20161109062906,20161026005630,20161105013733,G16A970A01,0
319,,,,,,G16A388A02-2,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109062906,20161109072024,20161026005630,20161112091415,G16A388A02,1
251,,,,,,G16A579B04-1,IA,Z101,SKF3,SKF D33-1 B10001,100,55,0,20161109072024,20161109081142,20161026005630,20161026101700,G16A579B04,0
575,,,,,,GW64076A02-1,IA,Z101,SAE8620H,XCJS-864-2016-01,40,55,0,20161109081142,20161109083213,20161026002236,20161102050230,GW64076A02,0
321,,,,,,G16A388A02-3,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109083213,20161109092331,20161026005630,20161112084054,G16A388A02,1
322,,,,,,G16A388A02-4,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109092331,20161109101449,20161026005630,20161114103140,G16A388A02,1
252,,,,,,G16A582A01-1,IA,Z101,C56E2,S130107,100,55,0,20161109101449,20161109110607,20161026005630,20161026182053,G16A582A01,0
579,,,,,,G16B166A01-1,IA,Z101,XC45,JX337-2013-05,100,55,0,20161109110607,20161109115725,20161026005630,20161104060715,G16B166A01,0
324,,,,,,G16A388A02-5,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109115725,20161109124843,20161026005630,20161114110502,G16A388A02,1
253,,,,,,G16A582A01-2,IA,Z101,C56E2,S130107,100,55,0,20161109124843,20161109134001,20161026005630,20161026185415,G16A582A01,0
326,,,,,,G16A388A02-6,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109134001,20161109143119,20161026005630,20161114113823,G16A388A02,1
327,,,,,,G16A388A02-7,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109143119,20161109152237,20161026005630,20161114121145,G16A388A02,1
585,,,,,,G16A343A01-1,IA,Z101,38MnVS,JX271-2004-02,100,55,0,20161109152237,20161109161355,20161026005630,20161108015814,G16A343A01,0
254,,,,,,G16A582A01-3,IA,Z101,C56E2,S130107,100,55,0,20161109161355,20161109170513,20161026005630,20161026192736,G16A582A01,0
587,,,,,,G169943A02-1,IA,Z101,XC45,JX337-2013-05,100,55,0,20161109170513,20161109175631,20161026005630,20161108101611,G169943A02,0
329,,,,,,G16A388A02-8,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109175631,20161109184749,20161026005630,20161114124506,G16A388A02,1
255,,,,,,GW63823A03-1,IA,Z101,OBPL-2,XCJS-817-2015-01,100,55,0,20161109184749,20161109193907,20161026005630,20161125225923,GW63823A03,1
331,,,,,,G16A388A02-9,IA,Z101,S55CG,TES SC 0554HE,100,55,0,20161109193907,20161109203025,20161026005630,20161114131828,G16A388A02,1
591,,,,,,G16A239B01-1,IA,Z101,VW4227hay2,XCJS-669-2014-01,100,55,0,20161109203025,20161109212143,20161026005630,20161109004339,G16A239B01,0
256,,,,,,GW63823A06-1,IA,Z101,OBPL-2,XCJS-817-2015-01,100,55,0,20161109212143,20161109221301,20161026005630,20161125225923,GW63823A06,1
257,,,,,,GW63831A06-1,IA,Z101,100Cr6,S130000,20,55,0,20161109221301,20161109222316,20161026001118,20161101004242,GW63831A06,0
258,,,,,,G16B057A01-1,IA,Z101,GCr15,Q/320281PA12-2011,40,55,0,20161109222316,20161109224347,20161026002236,20161125233545,G16B057A01,1
259,,,,,,G16B191A01-1,IA,Z101,C&U31-S,JX1413-2012-01,100,55,0,20161109224347,20161109233505,20161026005630,20161125225923,G16B191A01,1
596,,,,,,G16A496B01-1,IA,Z101,MS3007-5,JX2212-2015-01,16.344,55,0,20161109233505,20161109234328,20161026000914,20161028225422,G16A496B01,0
232,,,,,,G16A680F06-2,IA,Z101,XC45,JX337-2013-05,100,55,0,20161109234328,20161110003446,20161026005630,20161103010747,G16A680F06,0
598,,,,,,G16A496B01-2,IA,Z101,MS3007-5,JX2212-2015-01,28.656,55,0,20161110003446,20161110004928,20161026000000,20161028222232,G16A496B01,0
599,,,,,,G16A474E02-1,IA,Z101,40MnBH2,JX019-2016-03,100,55,0,20161110004928,20161110014046,20161026005630,20161029001346,G16A474E02,0
261,,,,,,G16B191A01-2,IA,Z101,C&U31-S,JX1413-2012-01,100,55,0,20161110014046,20161110023204,20161026005630,20161125225923,G16B191A01,1
233,,,,,,G16A680F06-3,IA,Z101,XC45,JX337-2013-05,50,55,0,20161110023204,20161110025743,20161026002815,20161103044055,G16A680F06,0
602,,,,,,G16A474E02-2,IA,Z101,40MnBH2,JX019-2016-03,20,55,0,20161110025743,20161110030758,20161026001118,20161029043700,G16A474E02,0
603,,,,,,G16A426C01-1,IA,Z101,CF53,JX1753-2015-02,26.616,55,0,20161110030758,20161110032137,20161026001502,20161113140546,G16A426C01,1
604,,,,,,G16A399B01-1,IA,Z101,S55C,JX1573-2012-01,30,55,0,20161110032137,20161110033700,20161026001657,20161114174026,G16A399B01,1
605,,,,,,G16A455D07-1,IA,Z101,C&U1,JX498-2012-02,59.36,55,0,20161110033700,20161110040727,20161026003332,20161125232401,G16A455D07,1
263,,,,,,G16B191A01-3,IA,Z101,C&U31-S,JX1413-2012-01,100,55,0,20161110040727,20161110045845,20161026005630,20161125225923,G16B191A01,1
607,,,,,,G16A455D07-2,IA,Z101,C&U1,JX498-2012-02,40.64,55,0,20161110045845,20161110051936,20161026000000,20161125233522,G16A455D07,1
608,,,,,,G16A455E04-1,IA,Z101,C&U1-T,JX498-2012-02,100,55,0,20161110051936,20161110061054,20161026005630,20161125225923,G16A455E04,1
234,,,,,,G16A680L03-1,IA,Z101,QS 1927 S0,JX1366-2012-02,100,55,0,20161110061054,20161110070212,20161026005630,20161103034747,G16A680L03,0
265,,,,,,G16B191A01-4,IA,Z101,C&U31-S,JX1413-2012-01,100,55,0,20161110070212,20161110075330,20161026005630,20161125225923,G16B191A01,1
611,,,,,,G16A455F06-1,IA,Z101,C&U2,JX114-2012-04,50,55,0,20161110075330,20161110081909,20161026002815,20161125224941,G16A455F06,1
231,,,,,,G16A680F06-1,IA,Z101,XC45,JX337-2013-05,100,55,0,20161110081909,20161110091027,20161026005630,20161026224156,G16A680F06,0
267,,,,,,G16B191A01-5,IA,Z101,C&U31-S,JX1413-2012-01,100,55,0,20161110091027,20161110100145,20161026005630,20161125225923,G16B191A01,1
614,,,,,,G16A439A01-1,IA,Z101,C56E2,S130107,9.856,55,0,20161110100145,20161110100648,20161026000000,20161114131128,G16A439A01,1
615,,,,,,G16A442A03-1,IA,Z101,SKF3,SKF D33-1 B10001,20,55,0,20161110100648,20161110101703,20161026001118,20161110195352,G16A442A03,1
268,,,,,,G16B191B01-1,IA,Z101,C&U31,JX886-2009-01,100,55,0,20161110101703,20161110110821,20161026005630,20161104043421,G16B191B01,0
236,,,,,,G16A680L03-2,IA,Z101,QS 1927 S0,JX1366-2012-02,50,55,0,20161110110821,20161110113400,20161026002815,20161103070709,G16A680L03,0
270,,,,,,G16B191B01-2,IA,Z101,C&U31,JX886-2009-01,100,55,0,20161110113400,20161110122518,20161026005630,20161104030126,G16B191B01,0
237,,,,,,G16A602D01-1,IA,Z101,C56E2,S130107,100,55,0,20161110122518,20161110131636,20161026005630,20161028002003,G16A602D01,0
272,,,,,,G16B191B01-3,IA,Z101,C&U31,JX886-2009-01,100,55,0,20161110131636,20161110140754,20161026005630,20161104012832,G16B191B01,0
273,,,,,,G16A496A01-1,IA,Z101,MS3007-2,JX1799-2013-01,91.188,55,0,20161110140754,20161110145441,20161026005131,20161029171712,G16A496A01,0
274,,,,,,G16A782A03-1,IA,Z101,16MnCr5,JX2628-2016-01,15,55,0,20161110145441,20161110150222,20161026000828,20161102232822,G16A782A03,0
275,,,,,,G16A680E01-1,IA,Z101,UC1,JX266-2012-03,100,55,0,20161110150222,20161110155340,20161026005630,20161027202007,G16A680E01,0
276,,,,,,G16A680E01-2,IA,Z101,UC1,JX266-2012-03,100,55,0,20161110155340,20161110164458,20161026005630,20161027183327,G16A680E01,0
277,,,,,,G16A680E01-3,IA,Z101,UC1,JX266-2012-03,100,55,0,20161110164458,20161110173616,20161026005630,20161027164647,G16A680E01,0
278,,,,,,GW63942A01-1,IA,Z101,100Cr6,S130000,10,55,0,20161110173616,20161110174123,20161026000539,20161101033238,GW63942A01,0
279,,,,,,G16A321A03-1,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161110174123,20161110183241,20161026005630,20161125225923,G16A321A03,1
280,,,,,,G16A321A03-2,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161110183241,20161110192359,20161026005630,20161125225923,G16A321A03,1
281,,,,,,G16A321A03-3,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161110192359,20161110201517,20161026005630,20161125225923,G16A321A03,1
238,,,,,,G16A602D01-2,IA,Z101,C56E2,S130107,100,55,0,20161110201517,20161110210635,20161026005630,20161028005325,G16A602D01,0
283,,,,,,G16A377E02-1,IA,Z101,100Cr6,S130000,50,55,0,20161110210635,20161110213214,20161026002815,20161112221149,G16A377E02,1
284,,,,,,G16A379A01-1,IA,Z101,C56E2,S130107,100,55,0,20161110213214,20161110222332,20161026005630,20161112223015,G16A379A01,1
285,,,,,,G16A381A04-1,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161110222332,20161110231450,20161026005630,20161125225923,G16A381A04,1
239,,,,,,G16A602D01-3,IA,Z101,C56E2,S130107,100,55,0,20161110231450,20161111000608,20161026005630,20161028012646,G16A602D01,0
287,,,,,,G16A381A04-2,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161111000608,20161111005726,20161026005630,20161125225923,G16A381A04,1
240,,,,,,G16A602D01-4,IA,Z101,C56E2,S130107,100,55,0,20161111005726,20161111014844,20161026005630,20161028020008,G16A602D01,0
289,,,,,,G16A381A04-3,IA,Z101,GCr15,XCJS-451-2011-01,100,55,0,20161111014844,20161111024002,20161026005630,20161125225923,G16A381A04,1
290,,,,,,G16A381B04-1,IA,Z101,GCr15,XCJS-453-2011-01,100,55,0,20161111024002,20161111033120,20161026005630,20161125225923,G16A381B04,1
241,,,,,,G16A602D01-5,IA,Z101,C56E2,S130107,100,55,0,20161111033120,20161111042238,20161026005630,20161028023329,G16A602D01,0
292,,,,,,G169860A02-1,IA,Z101,S55CG,TES SC 0554HE,5.95,55,0,20161111042238,20161111042541,20161026000321,20161108153632,G169860A02,0
293,,,,,,G16A245A02-1,IA,Z101,GCr15,Q/320281PA12-2011,100,55,0,20161111042541,20161111051659,20161026005630,20161125225923,G16A245A02,1
242,,,,,,G16A602D01-6,IA,Z101,C56E2,S130107,100,55,0,20161111051659,20161111060817,20161026005630,20161028030651,G16A602D01,0
86,,,,,,G16A252A01-1,IA,Z101,S55CR,JX1228-2014-03,100,60,0,20161111060817,20161111065935,20161026005630,20161106092539,G16A252A01,0
488,,,,,,G16A455E05-1,IA,Z101,C&U1-T,JX498-2012-02,100,60,0,20161111065935,20161111075053,20161026005630,20161125225923,G16A455E05,1
763,,,,,,L161261C01-2,IA,Z101,CF53,JX2694-2016-01,93,60,0,20161111075053,20161111083836,20161026013731,20161125084153,L161261C01,1
87,,,,,,G16A252A01-2,IA,Z101,S55CR,JX1228-2014-03,32.276,60,0,20161111083836,20161111085509,20161026001814,20161106120132,G16A252A01,0
88,,,,,,G16A377E03-1,IA,Z101,100Cr6,S130000,50,60,0,20161111085509,20161111092048,20161026002815,20161112225816,G16A377E03,1
89,,,,,,G16A377G02-1,IA,Z101,GCr15,GB/T18254-2002,91.152,60,0,20161111092048,20161111100734,20161026005130,20161125230445,G16A377G02,1
492,,,,,,G16A455F07-1,IA,Z101,C&U2,JX114-2012-04,100,60,0,20161111100734,20161111105852,20161026005630,20161125213923,G16A455F07,1
90,,,,,,G16A377H02-1,IA,Z101,GCr15,Q/320281PA12-2011,1.154,60,0,20161111105852,20161111105927,20161026000039,20161125235918,G16A377H02,1
91,,,,,,G16A381A05-1,IA,Z101,GCr15,XCJS-451-2011-01,100,60,0,20161111105927,20161111115045,20161026005630,20161125225923,G16A381A05,1
495,,,,,,G16A455F07-2,IA,Z101,C&U2,JX114-2012-04,100,60,0,20161111115045,20161111124203,20161026005630,20161125213923,G16A455F07,1
92,,,,,,G16A381A05-2,IA,Z101,GCr15,XCJS-451-2011-01,100,60,0,20161111124203,20161111133321,20161026005630,20161125225923,G16A381A05,1
93,,,,,,G16A680E10-1,IA,Z101,UC1,JX266-2012-03,17.04,60,0,20161111133321,20161111134205,20161026000937,20161027032515,G16A680E10,0
94,,,,,,G16A619A01-1,IA,Z101,ETN-22,XCJS-324-2011-04,2.132,60,0,20161111134205,20161111134310,20161026000112,20161028091659,G16A619A01,0
95,,,,,,G16A626C01-1,IA,Z101,55,GB/T699-1999,7.51,60,0,20161111134310,20161111134701,20161026000414,20161125235526,G16A626C01,1
96,,,,,,G16A832A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,35,60,0,20161111134701,20161111140458,20161026001946,20161102203317,G16A832A01,0
501,,,,,,G16A455F07-3,IA,Z101,C&U2,JX114-2012-04,80,60,0,20161111140458,20161111144600,20161026004512,20161125220730,G16A455F07,1
97,,,,,,G16A569C04-1,IA,Z101,55,GB/T699-1999,1.616,60,0,20161111144600,20161111144649,20161026000054,20161125235901,G16A569C04,1
503,,,,,,G16A439A02-1,IA,Z101,C56E2,S130107,100,60,0,20161111144649,20161111153807,20161026005630,20161110164529,G16A439A02,0
51,,,,,,G16A680E06-1,IA,Z101,UC1,JX266-2012-03,100,60,0,20161111153807,20161111162925,20161026005630,20161027150007,G16A680E06,0
99,,,,,,G16B014A01-1,IA,Z101,20MnCr5,JX2881-2016-01,60,60,0,20161111162925,20161111170012,20161026003354,20161104152137,G16B014A01,0
100,,,,,,GW63987A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,100,60,0,20161111170012,20161111175130,20161026005630,20161031200748,GW63987A01,0
101,,,,,,GW63987A01-2,IA,Z101,ZF7B,XCJS-299-2008-01,21,60,0,20161111175130,20161111180216,20161026001151,20161031223630,GW63987A01,0
508,,,,,,G16A439A02-2,IA,Z101,C56E2,S130107,50,60,0,20161111180216,20161111182755,20161026002815,20161110184918,G16A439A02,0
102,,,,,,GW64055A01-1,IA,Z101,20MnCr5,XCJS-818-2016-01,100,60,0,20161111182755,20161111191913,20161026000000,20161031113207,GW64055A01,0
103,,,,,,GW64055A01-2,IA,Z101,20MnCr5,XCJS-818-2016-01,19,60,0,20161111191913,20161111192857,20161026000000,20161031135219,GW64055A01,0
695,,,,,,G16A470B08-1,IA,Z101,20CrMoH,JX2569-2015-01,1.688,100,0,20161111192857,20161111192948,20161026000057,20161125235858,G16A470B08,1
696,,,,,,G16A472B03-1,IA,Z101,ZF7B,XCJS-299-2008-01,27,100,0,20161111192948,20161111194339,20161026001515,20161111180050,G16A472B03,0
803,,,,,,G16A445A02-1,IA,Z101,SKF3,SKF D33-1 B10001,20,50,0,20161111194339,20161111195354,20161026001118,20161111013106,G16A445A02,0
699,,,,,,G16A497A05-1,IA,Z101,GCr15,GB/T18254-2002,30,100,0,20161111195354,20161111200917,20161026001657,20161125234149,G16A497A05,1
108,,,,,,G16A239A02-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100,60,0,20161111200917,20161111210035,20161026005630,20161109030127,G16A239A02,0
109,,,,,,G16A239B02-1,IA,Z101,VW4227hay2,XCJS-669-2014-01,100,60,0,20161111210035,20161111215153,20161026005630,20161108231044,G16A239B02,0
110,,,,,,G16A377C03-1,IA,Z101,100Cr6,JXT030-2014-01,100,60,0,20161111215153,20161111224311,20161026005630,20161107012254,G16A377C03,0
111,,,,,,G16A377C03-2,IA,Z101,100Cr6,JXT030-2014-01,100,60,0,20161111224311,20161111233429,20161026005630,20161106233614,G16A377C03,0
383,,,,,,G16A470F01-1,IA,Z101,42CrMoH,JX1782-2013-01,27,80,0,20161111233429,20161111234820,20161026001515,20161125234338,G16A470F01,1
384,,,,,,G16A511A06-1,IA,Z101,GCr15,Q/320281PA11-2011,80,80,0,20161111234820,20161112002922,20161026004512,20161125231130,G16A511A06,1
385,,,,,,G16A511E04-1,IA,Z101,SKF3,"B10001""D""+B10000",30,80,0,20161112002922,20161112004445,20161026001657,20161028153455,G16A511E04,0
115,,,,,,G16A223A01-1,IA,Z101,S55C,JX1573-2012-01,70,60,0,20161112004445,20161112012040,20161026003933,20161110044455,G16A223A01,0
116,,,,,,G16A465A02-1,IA,Z101,GCr15,GB/T18254-2002,60,60,0,20161112012040,20161112015127,20161026003354,20161125232338,G16A465A02,1
117,,,,,,G16A455J01-1,IA,Z101,C&U31,JX886-2009-01,100,60,0,20161112015127,20161112024245,20161026005630,20161110120026,G16A455J01,0
118,,,,,,G16A455J01-2,IA,Z101,C&U31,JX886-2009-01,37.406,60,0,20161112024245,20161112030156,20161026002108,20161110133857,G16A455J01,0
119,,,,,,G16A455K03-1,IA,Z101,C&U31-S,JX1413-2012-01,8.966,60,0,20161112030156,20161112030632,20161026000503,20161125235433,G16A455K03,1
120,,,,,,G16A493A02-1,IA,Z101,GCr15-KY,JX2761-2016-01,55,60,0,20161112030632,20161112033445,20161026003104,20161029171358,G16A493A02,0
808,,,,,,G16A442A04-1,IA,Z101,SKF3,SKF D33-1 B10001,40,60,0,20161112033445,20161112035516,20161026002236,20161110192951,G16A442A04,0
809,,,,,,G16A445A03-1,IA,Z101,SKF3,SKF D33-1 B10001,20,60,0,20161112035516,20161112040531,20161026001118,20161111014941,G16A445A03,0
121,,,,,,G16A498A03-1,IA,Z101,GCr15,Q/320281PA12-2011,100,60,0,20161112040531,20161112045649,20161026005630,20161125225923,G16A498A03,1
122,,,,,,G16A511A04-1,IA,Z101,GCr15,Q/320281PA11-2011,100,60,0,20161112045649,20161112054807,20161026005630,20161125225923,G16A511A04,1
123,,,,,,G16A511A04-2,IA,Z101,GCr15,Q/320281PA11-2011,50,60,0,20161112054807,20161112061346,20161026002815,20161125232941,G16A511A04,1
124,,,,,,G16A473A02-1,IA,Z101,C56E2,S130107,100,60,0,20161112061346,20161112070504,20161026005630,20161111150350,G16A473A02,0
125,,,,,,G16A473A02-2,IA,Z101,C56E2,S130107,100,60,0,20161112070504,20161112075622,20161026005630,20161111143028,G16A473A02,0
126,,,,,,G16A473C02-1,IA,Z101,100Cr6,S130000,100,60,0,20161112075622,20161112084740,20161026005630,20161111105240,G16A473C02,0
127,,,,,,G16A381F04-1,IA,Z101,100Cr6,XCJS-274-2008-01,0.892,60,0,20161112084740,20161112084807,20161026000030,20161113044503,G16A381F04,1
128,,,,,,G16A385A01-1,IA,Z101,S55C,JX1573-2012-01,100,60,0,20161112084807,20161112093925,20161026005630,20161113030251,G16A385A01,1
129,,,,,,G16A385A01-2,IA,Z101,S55C,JX1573-2012-01,100,60,0,20161112093925,20161112103043,20161026005630,20161113044931,G16A385A01,1
130,,,,,,G16A385A01-3,IA,Z101,S55C,JX1573-2012-01,100,60,0,20161112103043,20161112112201,20161026005630,20161113063611,G16A385A01,1
131,,,,,,G16A385A01-4,IA,Z101,S55C,JX1573-2012-01,80,60,0,20161112112201,20161112120303,20161026004512,20161113091502,G16A385A01,1
132,,,,,,G16A388A03-1,IA,Z101,S55CG,TES SC 0554HE,100,60,0,20161112120303,20161112125421,20161026005630,20161114135150,G16A388A03,1
133,,,,,,G16A388A03-2,IA,Z101,S55CG,TES SC 0554HE,100,60,0,20161112125421,20161112134539,20161026005630,20161114142511,G16A388A03,1
341,,,,,,L161215C01-1,IA,Z101,CF53,JX2694-2016-01,15.392,60,0,20161112134539,20161112135332,20161026001608,20161125212802,L161215C01,1
134,,,,,,G16A388A03-3,IA,Z101,S55CG,TES SC 0554HE,100,60,0,20161112135332,20161112144450,20161026005630,20161114145833,G16A388A03,1
135,,,,,,G16A388A03-4,IA,Z101,S55CG,TES SC 0554HE,5.436,60,0,20161112144450,20161112144737,20161026000304,20161114182259,G16A388A03,1
52,,,,,,G16A680E06-2,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112144737,20161112153855,20161026005630,20161027131327,G16A680E06,0
53,,,,,,G16A680E06-3,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112153855,20161112163013,20161026005630,20161027112647,G16A680E06,0
54,,,,,,G16A680E06-4,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112163013,20161112172131,20161026005630,20161027094007,G16A680E06,0
55,,,,,,G16A680E06-5,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112172131,20161112181249,20161026005630,20161027075327,G16A680E06,0
56,,,,,,G16A680E06-6,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112181249,20161112190407,20161026005630,20161027060647,G16A680E06,0
57,,,,,,G16A680E09-1,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112190407,20161112195525,20161026005630,20161027042007,G16A680E09,0
58,,,,,,G16A680E09-2,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112195525,20161112204643,20161026005630,20161027023327,G16A680E09,0
59,,,,,,G16A680E09-3,IA,Z101,UC1,JX266-2012-03,100,60,0,20161112204643,20161112213801,20161026005630,20161027004647,G16A680E09,0
60,,,,,,G16A602D02-1,IA,Z101,C56E2,S130107,100,60,0,20161112213801,20161112222919,20161026005630,20161028034012,G16A602D02,0
61,,,,,,G16A939A01-1,IA,Z101,100Cr6,S130000,100,60,0,20161112222919,20161112232037,20161026005630,20161104210914,G16A939A01,0
399,,,,,,G16A472A06-1,IA,Z101,SAE8620H,JX483-2008-02,40,80,0,20161112232037,20161112234108,20161026002236,20161125233545,G16A472A06,1
440,,,,,,G16A220D01-1,IA,Z101,C70S6BY,JX1933-2015-02,50,60,0,20161112234108,20161113000647,20161026002815,20161109230751,G16A220D01,0
401,,,,,,G16A472G06-1,IA,Z101,20CrMoH,JX484-2010-05,35,80,0,20161113000647,20161113002444,20161026001946,20161125233847,G16A472G06,1
402,,,,,,G16A397A01-1,IA,Z101,(JG)35,GB/T699-1999,8.728,80,0,20161113002444,20161113002912,20161026000455,20161114181603,G16A397A01,1
403,,,,,,G16A443A01-1,IA,Z101,20MnCr5,JX519-2009-04,100,80,0,20161113002912,20161113012030,20161026005630,20161110210752,G16A443A01,0
286,,,,,,G16A476A01-2,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113012030,20161113021524,20161026015212,20161125165212,G16A476A01,1
288,,,,,,G16A476A01-3,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113021524,20161113031018,20161026015212,20161125165212,G16A476A01,1
291,,,,,,G16A476A01-4,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113031018,20161113040512,20161026015212,20161125165212,G16A476A01,1
294,,,,,,G16A476A01-5,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113040512,20161113050006,20161026015212,20161125165212,G16A476A01,1
298,,,,,,G16A476A01-6,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113050006,20161113055500,20161026015212,20161125165212,G16A476A01,1
300,,,,,,G16A476A01-7,IA,Z101,S30CKS1,EJX507-2016-04,58,93,0,20161113055500,20161113062445,20161026010049,20161125200806,G16A476A01,1
282,,,,,,G16A476A01-1,IA,Z101,S30CKS1,EJX507-2016-04,107,93,0,20161113062445,20161113071939,20161026015212,20161125165212,G16A476A01,1
834,,,,,,G16A402D01-1,IA,Z101,38MnVS6M VW18,EJX174-2016-04,107,93,0,20161113071939,20161113081433,20161026015212,20161125165212,G16A402D01,1
835,,,,,,G16A402D01-2,IA,Z101,38MnVS6M VW18,EJX174-2016-04,107,93,0,20161113081433,20161113090927,20161026015212,20161125165212,G16A402D01,1
836,,,,,,G16A402D01-3,IA,Z101,38MnVS6M VW18,EJX174-2016-04,107,93,0,20161113090927,20161113100421,20161026015212,20161125165212,G16A402D01,1
143,,,,,,G16A595A01-1,IA,Z101,SKF3,SKF D33-1 B10001,100,50,0,20161113100421,20161113105539,20161026005630,20161026052736,G16A595A01,0
144,,,,,,G16A580B01-1,IA,Z101,SUJ2S2T,EJX558-2013-01,50,50,0,20161113105539,20161113112118,20161026002815,20161026151833,G16A580B01,0
145,,,,,,G16A580D01-1,IA,Z101,100Cr6,XCJS-274-2008-01,100,50,0,20161113112118,20161113121236,20161026005630,20161026160213,G16A580D01,0
178,,,,,,G16A388A01-3,IA,Z101,S55CG,TES SC 0554HE,100,49,0,20161113121236,20161113130354,20161026005630,20161112135157,G16A388A01,0
179,,,,,,G16A388A01-4,IA,Z101,S55CG,TES SC 0554HE,25.696,49,0,20161113130354,20161113131705,20161026001431,20161112155748,G16A388A01,0
166,,,,,,G169438A01-1,IA,Z101,S55CG,TES SC 0554HE,7.45,49,0,20161113131705,20161113132054,20161026000412,20161109002201,G169438A01,0
165,,,,,,G169860A01-1,IA,Z101,S55CG,TES SC 0554HE,7.116,49,0,20161113132054,20161113132433,20161026000401,20161108153624,G169860A01,0
176,,,,,,G16A388A01-1,IA,Z101,S55CG,TES SC 0554HE,100,49,0,20161113132433,20161113141551,20161026005630,20161112145840,G16A388A01,0
177,,,,,,G16A388A01-2,IA,Z101,S55CG,TES SC 0554HE,100,49,0,20161113141551,20161113150709,20161026005630,20161112142518,G16A388A01,0
