,REC_CREATE_TIME,REC_CREATOR,REC_REVISE_TIME,REC_REVISOR,ARCHIVE_FLAG,WORKSHEET_NO,WHOLE_BACKLOG_CODE,UNIT_CODE,SG_SIGN,SG_STD,LACK_WT,OUT_THICK,OUT_WIDTH,EPST,NEST,BEGIN_TIME,FINISH_TIME,NLST,LPST,ORDER_NO,STATUS
475,,,,,,GW64062A01-1,IA,Z101,100Cr6,LA140101R,60.000000,140.000,140.000,20161026003354,20161026003354,20161105114253,20161105121340,20161105041346,20161125195515,GW64062A01,21
476,,,,,,G16A474C01-2,IA,Z101,30MnVS,JX1277-2011-01,80.800000,60.000,0.000,20161026004539,20161026004539,20161105114549,20161105122716,20161111091126,20161125195147,G16A474C01,11
477,,,,,,GW64072A01-1,IA,Z101,100Cr6,LA140101R,80.000000,140.000,140.000,20161026004512,20161026004512,20161105121340,20161105125443,20161105050306,20161125183340,GW64072A01,21
478,,,,,,G16A426C02-1,IA,Z101,CF53,JX1753-2015-02,2.072000,60.000,0.000,20161026000110,20161026000110,20161105122716,20161105122820,20161113152625,20161125235241,G16A426C02,11
479,,,,,,G16A437C01-1,IA,Z101,C70S6,JX1497-2015-02,80.000000,60.000,0.000,20161026004512,20161026004512,20161105122820,20161105130923,20161114045322,20161125140853,G16A437C01,21
480,,,,,,GW64072A06-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161026002815,20161105125443,20161105132022,20161105073139,20161125203603,GW64072A06,21
481,,,,,,G16A399B02-1,IA,Z101,S55C,JX1573-2012-01,50.000000,60.000,0.000,20161026002815,20161026002815,20161105130923,20161105133502,20161114172015,20161125203931,G16A399B02,21
482,,,,,,L161272A02-1,IA,Z101,SUJ2S1,JX311-2009-04,30.000000,140.000,140.000,20161026001657,20161026001657,20161105132022,20161105133546,20161102230427,20161125205652,L161272A02,21
483,,,,,,G16A455D08-1,IA,Z101,C&U1,JX498-2012-02,100.000000,60.000,0.000,20161026005630,20161026005630,20161105133502,20161105142621,20161125225923,20161125225923,G16A455D08,21
484,,,,,,L161272A03-1,IA,Z101,SUJ2S1,JX311-2009-04,95.000000,140.000,140.000,20161026005340,20161026005340,20161105133546,20161105142430,20161102213402,20161125142006,L161272A03,21
485,,,,,,L161272A04-1,IA,Z101,SUJ2S1,JX311-2009-04,40.000000,140.000,140.000,20161026002236,20161026002236,20161105142430,20161105144502,20161103012808,20161125195549,L161272A04,21
486,,,,,,G16A455D08-2,IA,Z101,C&U1,JX498-2012-02,50.000000,60.000,0.000,20161026002815,20161026002815,20161105142621,20161105145200,20161125232941,20161125232941,G16A455D08,21
487,,,,,,L161284B01-1,IA,Z101,SUJ2S1,EJX559-2013-01,50.000000,140.000,140.000,20161026002815,20161026002815,20161105144502,20161105151041,20161104232034,20161125080551,L161284B01,21
488,,,,,,G16A455E05-1,IA,Z101,C&U1-T,JX498-2012-02,100.000000,60.000,0.000,20161026005630,20161026005630,20161105145200,20161105154319,20161125225923,20161125225923,G16A455E05,21
489,,,,,,L161284C01-1,IA,Z101,SUJ2S1,JX311-2009-04,10.000000,140.000,140.000,20161026000539,20161026000539,20161105151041,20161105151549,20161102063606,20161125225857,L161284C01,21
490,,,,,,LW64001A01-1,IA,Z101,SUJ2S1,EJX559-2013-01,40.000000,140.000,140.000,20161026002236,20161026002236,20161105151549,20161105153621,20161105021855,20161125111640,LW64001A01,21
491,,,,,,LW64052A02-1,IA,Z101,SUJ2,JX364-2005-01,20.000000,140.000,140.000,20161026001118,20161026001118,20161105153621,20161105154636,20161105040152,20161125174901,LW64052A02,21
492,,,,,,G16A455F07-1,IA,Z101,C&U2,JX114-2012-04,100.000000,60.000,0.000,20161026005630,20161026005630,20161105154319,20161105163438,20161125213923,20161125213923,G16A455F07,21
493,,,,,,LW64052A03-1,IA,Z101,SUJ2,JX364-2005-01,40.000000,140.000,140.000,20161026002236,20161026002236,20161105154636,20161105160708,20161105035850,20161125113803,LW64052A03,21
494,,,,,,LW64052A05-1,IA,Z101,SUJ2,JX364-2005-01,100.000000,140.000,140.000,20161026005630,20161026005630,20161105160708,20161105165826,20161105032333,20161124170509,LW64052A05,21
495,,,,,,G16A455F07-2,IA,Z101,C&U2,JX114-2012-04,100.000000,60.000,0.000,20161026005630,20161026005630,20161105163438,20161105172556,20161125213923,20161125213923,G16A455F07,21
496,,,,,,LW64052A07-1,IA,Z101,SUJ2,JX364-2005-01,15.000000,140.000,140.000,20161026000828,20161026000828,20161105165826,20161105170608,20161105083100,20161125192146,LW64052A07,21
497,,,,,,L161223A05-1,IA,Z101,SUJ2,JX364-2005-01,6.000000,140.000,140.000,20161026000323,20161026000323,20161105170608,20161105170913,20161105150117,20161125220842,L161223A05,21
498,,,,,,L161245A01-1,IA,Z101,SUJ2S1,JX311-2009-04,7.000000,140.000,140.000,20161026000357,20161026000357,20161105170913,20161105171248,20161101214331,20161125231716,L161245A01,21
499,,,,,,L161256A01-1,IA,Z101,SUJ2S1,JX311-2009-04,20.000000,140.000,140.000,20161026001118,20161026001118,20161105171248,20161105172304,20161031221450,20161125215754,L161256A01,21
500,,,,,,L161256A02-1,IA,Z101,SUJ2S1,JX311-2009-04,30.000000,140.000,140.000,20161026001657,20161026001657,20161105172304,20161105173828,20161031222104,20161125205652,L161256A02,21
501,,,,,,G16A455F07-3,IA,Z101,C&U2,JX114-2012-04,80.000000,60.000,0.000,20161026004512,20161026004512,20161105172556,20161105180659,20161125220730,20161125220730,G16A455F07,21
502,,,,,,L161257B01-1,IA,Z101,SUJ2S1,JX311-2009-04,79.002000,140.000,140.000,20161026004438,20161026004438,20161105173828,20161105181900,20161101024950,20161125155745,L161257B01,21
503,,,,,,G16A439A02-1,IA,Z101,C56E2,S130107,100.000000,60.000,0.000,20161026005630,20161026005630,20161105180659,20161105185818,20161110164529,20161125183903,G16A439A02,21
504,,,,,,L161257C01-1,IA,Z101,SUJ2S1,JX985-2009-01,0.898000,140.000,140.000,20161026000030,20161026000030,20161105181900,20161105181927,20161105091045,20161125234251,L161257C01,21
505,,,,,,L161258A02-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161026002815,20161105181927,20161105184507,20161102123719,20161125185447,L161258A02,21
506,,,,,,L161258A03-1,IA,Z101,SUJ2S1,JX311-2009-04,10.000000,140.000,140.000,20161026000539,20161026000539,20161105184507,20161105185015,20161102150235,20161125225857,L161258A03,21
507,,,,,,L161258A04-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161026002815,20161105185015,20161105191554,20161102135552,20161125185447,L161258A04,21
508,,,,,,G16A439A02-2,IA,Z101,C56E2,S130107,50.000000,60.000,0.000,20161026002815,20161026002815,20161105185818,20161105192357,20161110184918,20161125211931,G16A439A02,21
509,,,,,,L161258A05-1,IA,Z101,SUJ2S1,JX311-2009-04,50.000000,140.000,140.000,20161026002815,20161026002815,20161105191554,20161105194133,20161102150119,20161125185447,L161258A05,21
510,,,,,,GW63985A01-1,IA,Z101,SCM440,XCJS-044-2003-02,0.098000,52.000,0.000,20161026000003,20161026000003,20161105192357,20161105192400,20161125235956,20161125235956,GW63985A01,11
511,,,,,,GW63985B01-1,IA,Z101,SCM440H,XCJS-043-2002,9.000000,50.000,0.000,20161026000000,20161026000000,20161105192400,20161105192837,20161125235432,20161125235432,GW63985B01,12
512,,,,,,G16A282C01-1,IA,Z101,TL1352,JX1388-2012-01,6.768000,50.000,0.000,20161026000349,20161026000349,20161105192837,20161105193205,20161106131957,20161125233606,G16A282C01,11
513,,,,,,G16A285A02-1,IA,Z101,20MnCrS5-2,JX1862-2016-03,60.000000,50.000,0.000,20161026003354,20161026003354,20161105193205,20161105200253,20161106113350,20161125203629,G16A285A02,21
514,,,,,,L161272A01-1,IA,Z101,SUJ2S1,JX311-2009-04,90.000000,140.000,140.000,20161026005051,20161026005051,20161105194133,20161105202744,20161102190655,20161125145037,L161272A01,21
515,,,,,,G16A362B01-1,IA,Z101,XC45,JX337-2013-05,100.000000,50.000,0.000,20161026005630,20161026005630,20161105200253,20161105205411,20161108025908,20161125180703,G16A362B01,21
516,,,,,,GW63769A07-1,IA,Z101,SKF3,SKF D33-1 B10001,15.000000,140.000,140.000,20161026000828,20161026000828,20161105202744,20161105203526,20161105025318,20161125225848,GW63769A07,21
517,,,,,,GW63769A08-1,IA,Z101,SKF3,SKF D33-1 B10001,0.942000,140.000,140.000,20161026000031,20161026000031,20161105203526,20161105203555,20161105033328,20161125235609,GW63769A08,21
518,,,,,,GW63769A09-1,IA,Z101,SKF3,SKF D33-1 B10001,0.740000,140.000,140.000,20161026000025,20161026000025,20161105203555,20161105203618,20161105033500,20161125235658,GW63769A09,21
519,,,,,,GW63908A01-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161026002815,20161105203618,20161105210157,20161103030321,20161125203603,GW63908A01,21
520,,,,,,G16A362D01-1,IA,Z101,UC1,JX266-2012-03,50.000000,50.000,0.000,20161026002815,20161026002815,20161105205411,20161105211951,20161108081856,20161125210331,G16A362D01,21
521,,,,,,GW63530A05-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,56.288000,140.000,140.000,20161026003148,20161026003148,20161105210157,20161105213050,20161104204853,20161125201024,GW63530A05,21
522,,,,,,G169569D04-1,IA,Z101,20CrMoH part3,JX2598-2015-01,15.000000,50.000,0.000,20161026000828,20161026000828,20161105211951,20161105212732,20161109002249,20161125230703,G169569D04,21
523,,,,,,G169389A01-1,IA,Z101,55,JX2420-2015-01,50.000000,50.000,0.000,20161026002815,20161026002815,20161105212732,20161105215312,20161108174006,20161125231301,G169389A01,21
524,,,,,,GW63530A06-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,75.000000,140.000,140.000,20161026004222,20161026004222,20161105213050,20161105220919,20161104213515,20161125185404,GW63530A06,21
525,,,,,,G169430A01-1,IA,Z101,20MnCrS5,JX1251-2011-01,2.074000,50.000,0.000,20161026000000,20161026000000,20161105215312,20161105215415,20161109002311,20161125235257,G169430A01,12
526,,,,,,G169482C01-1,IA,Z101,55,JX2420-2015-01,50.000000,50.000,0.000,20161026002815,20161026002815,20161105215415,20161105221955,20161109003759,20161125231301,G169482C01,21
527,,,,,,GW63530B06-1,IA,Z101,SKF3,SKF D33-1 B10001,0.182000,140.000,140.000,20161026000006,20161026000006,20161105220919,20161105220924,20161105010243,20161125235915,GW63530B06,21
528,,,,,,GW63530B07-1,IA,Z101,SKF3,SKF D33-1 B10001,3.542000,140.000,140.000,20161026000200,20161026000200,20161105220924,20161105221113,20161105005803,20161125234533,GW63530B07,21
529,,,,,,GW63912A01-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161026002815,20161105221113,20161105223653,20161103040849,20161125203603,GW63912A01,21
530,,,,,,G16A239A01-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,11.740000,50.000,0.000,20161026000638,20161026000638,20161105221955,20161105222556,20161109082439,20161125231432,G16A239A01,21
531,,,,,,G16A465E01-1,IA,Z101,20MnCrS5,JX1251-2011-01,100.000000,50.000,0.000,20161026005630,20161026005630,20161105222556,20161105231715,20161111182825,20161125182049,G16A465E01,21
532,,,,,,GW63912A03-1,IA,Z101,100Cr6,LA140101R,50.000000,140.000,140.000,20161026002815,20161026002815,20161105223653,20161105230232,20161028224449,20161125172644,GW63912A03,21
533,,,,,,GW63914A01-1,IA,Z101,SKF3,"B10001""D""+B10000",100.000000,140.000,140.000,20161026005630,20161026005630,20161105230232,20161105235351,20161103040114,20161125171206,GW63914A01,21
534,,,,,,G16A465E01-2,IA,Z101,20MnCrS5,JX1251-2011-01,11.085000,50.000,0.000,20161026000615,20161026000615,20161105231715,20161105232256,20161111231038,20161125232224,G16A465E01,21
535,,,,,,G16A465E01-3,IA,Z101,20MnCrS5,JX1251-2011-01,18.547000,50.000,0.000,20161026000000,20161026000000,20161105232256,20161105233227,20161111230503,20161125225705,G16A465E01,12
536,,,,,,G16A465F02-1,IA,Z101,20MnCrS5-2,JX2257-2015-01,100.000000,50.000,0.000,20161026005630,20161026005630,20161105233227,20161106002346,20161112045949,20161125182049,G16A465F02,11
537,,,,,,GW63946A01-1,IA,Z101,100Cr6,XCJS-729-2015-02,12.000000,140.000,140.000,20161026000646,20161026000646,20161105235351,20161106000000,20161029083506,20161125204445,GW63946A01,21
538,,,,,,GW63946A03-1,IA,Z101,100Cr6,XCJS-729-2015-02,100.000000,140.000,140.000,20161026005630,20161026005630,20161106000000,20161106005119,20161029040306,20161124205255,GW63946A03,21
539,,,,,,G16A465F02-2,IA,Z101,20MnCrS5-2,JX2257-2015-01,20.000000,50.000,0.000,20161026001118,20161026001118,20161106002346,20161106003401,20161112092304,20161125225209,G16A465F02,11
540,,,,,,G16A463A02-1,IA,Z101,20MnCrS5,JX1251-2011-01,60.000000,50.000,0.000,20161026003354,20161026003354,20161106003401,20161106010449,20161110085515,20161125203629,G16A463A02,21
541,,,,,,GW63946A03-2,IA,Z101,100Cr6,XCJS-729-2015-02,100.000000,140.000,140.000,20161026005630,20161026005630,20161106005119,20161106014237,20161029100307,20161124205255,GW63946A03,21
542,,,,,,G16A455F05-1,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161026005630,20161106010449,20161106015607,20161125213923,20161125213923,G16A455F05,21
543,,,,,,GW63946A03-3,IA,Z101,100Cr6,XCJS-729-2015-02,67.788000,140.000,140.000,20161026003818,20161026003818,20161106014237,20161106021724,20161029175830,20161125053702,GW63946A03,21
544,,,,,,G16A455F05-2,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161026005630,20161106015607,20161106024726,20161125213923,20161125213923,G16A455F05,21
545,,,,,,GW63946A04-1,IA,Z101,100Cr6,XCJS-729-2015-02,35.000000,140.000,140.000,20161026001946,20161026001946,20161106021724,20161106023522,20161030000000,20161125143031,GW63946A04,21
546,,,,,,G16A319A01-1,IA,Z101,SKF3,SKF D33-1 B10001,20.000000,140.000,140.000,20161026001118,20161026001118,20161106023522,20161106024538,20161110103352,20161125223825,G16A319A01,21
547,,,,,,G16A319E01-1,IA,Z101,SUJ2S1,JX495-2006-01,0.284000,140.000,140.000,20161026000009,20161026000009,20161106024538,20161106024546,20161110213427,20161125235840,G16A319E01,21
548,,,,,,G16A319J01-1,IA,Z101,SKF3S,SKF D33-1 B10001R3,12.000000,140.000,140.000,20161026000646,20161026000646,20161106024546,20161106025156,20161110211742,20161125231103,G16A319J01,21
549,,,,,,G16A455F05-3,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161026005630,20161106024726,20161106033844,20161125213923,20161125213923,G16A455F05,21
550,,,,,,G16A211A01-1,IA,Z101,SUJ2S1,EJX562-2013-01,1.842000,140.000,140.000,20161026000102,20161026000102,20161106025156,20161106025252,20161110073307,20161125234254,G16A211A01,21
551,,,,,,G16A211A03-1,IA,Z101,SUJ2S1,EJX562-2013-01,0.074000,140.000,140.000,20161026000002,20161026000002,20161106025252,20161106025255,20161110090048,20161125235918,G16A211A03,21
552,,,,,,G16A211A04-1,IA,Z101,SUJ2S1,EJX562-2013-01,20.000000,140.000,140.000,20161026001118,20161026001118,20161106025255,20161106030310,20161110084447,20161125205427,G16A211A04,21
553,,,,,,G16A445A01-1,IA,Z101,20,GB/T699-1999,10.000000,140.000,140.000,20161026000539,20161026000539,20161106030310,20161106030818,20161103115534,20161125224044,G16A445A01,21
554,,,,,,G16A975C02-1,IA,Z101,ZF6,XCJS-299-2008-01,60.000000,140.000,140.000,20161026003354,20161026003354,20161106030818,20161106033905,20161030190815,20161125160805,G16A975C02,21
555,,,,,,G16A455F05-4,IA,Z101,C&U2,JX114-2012-04,100.000000,50.000,0.000,20161026005630,20161026005630,20161106033844,20161106043003,20161125213923,20161125213923,G16A455F05,21
556,,,,,,GW64040C01-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106033905,20161106034413,20161125214637,20161125214637,GW64040C01,21
557,,,,,,GW64040C02-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106034413,20161106034921,20161125214637,20161125214637,GW64040C02,21
558,,,,,,GW64040C03-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106034921,20161106035429,20161125214637,20161125214637,GW64040C03,21
559,,,,,,GW64040C04-1,IA,Z101,AISI4140/42+A,XCJS-649-2014-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106035429,20161106035937,20161125214637,20161125214637,GW64040C04,21
560,,,,,,GW64042F01-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106035937,20161106040445,20161125200748,20161125200748,GW64042F01,21
561,,,,,,GW64042F02-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,10.000000,140.000,140.000,20161026000539,20161026000539,20161106040445,20161106040953,20161125200748,20161125200748,GW64042F02,21
562,,,,,,GW64042F03-1,IA,Z101,AISI4340QT,XCJS-650-2016-03,20.000000,140.000,140.000,20161026001118,20161026001118,20161106040953,20161106042008,20161125161536,20161125161536,GW64042F03,21
563,,,,,,G16A317B01-1,IA,Z101,SCM420H,JX173-2004-02,10.000000,140.000,140.000,20161026000539,20161026000539,20161106042008,20161106042516,20161125234229,20161125234229,G16A317B01,21
564,,,,,,G16A268A02-1,IA,Z101,SAE8620H,JX1452-2012-01,20.000000,140.000,140.000,20161026001118,20161026001118,20161106042516,20161106043532,20161102071059,20161125212241,G16A268A02,11
565,,,,,,G16A891A01-1,IA,Z101,ZF7B,XCJS-299-2008-01,30.000000,55.000,0.000,20161026001657,20161026001657,20161106043003,20161106044527,20161104222320,20161125221814,G16A891A01,21
566,,,,,,G16A268A03-1,IA,Z101,SAE8620H,JX1452-2012-01,40.000000,140.000,140.000,20161026002236,20161026002236,20161106043532,20161106045603,20161102065741,20161125184523,G16A268A03,11
567,,,,,,G16A970A01-1,IA,Z101,CF53,JX1753-2015-02,100.000000,55.000,0.000,20161026005630,20161026005630,20161106044527,20161106053645,20161104235053,20161125180703,G16A970A01,11
568,,,,,,G16A283C04-1,IA,Z101,15MnNi4MoA,JX1352-2014-03,40.000000,140.000,140.000,20161026002236,20161026002236,20161106045603,20161106051635,20161111071406,20161125214457,G16A283C04,11
569,,,,,,G16A455N01-1,IA,Z101,SCM420H,JX1222-2011-01,30.000000,140.000,140.000,20161026001657,20161026001657,20161106051635,20161106053158,20161103081816,20161125162802,G16A455N01,11
570,,,,,,G16A481B01-1,IA,Z101,SAE8620H,JX2423-2015-02,1.488000,140.000,140.000,20161026000050,20161026000050,20161106053158,20161106053244,20161112102842,20161125235355,G16A481B01,11
571,,,,,,G16A485B02-1,IA,Z101,SCM420H,JX173-2004-02,26.000000,140.000,140.000,20161026001441,20161026001441,20161106053244,20161106054605,20161125231428,20161125231428,G16A485B02,21
572,,,,,,G16A970A01-2,IA,Z101,CF53,JX1753-2015-02,100.000000,55.000,0.000,20161026005630,20161026005630,20161106053645,20161106062804,20161105013733,20161125180703,G16A970A01,11
573,,,,,,G16A496C01-1,IA,Z101,SAE8620H,JX1249-2013-02,75.000000,140.000,140.000,20161026004222,20161026004222,20161106054605,20161106062434,20161027174451,20161125132650,G16A496C01,21
574,,,,,,G16A570K04-1,IA,Z101,SAE8620H,JX483-2008-02,10.000000,120.000,0.000,20161026000539,20161026000539,20161106062434,20161106062941,20161125235356,20161125235356,G16A570K04,21
575,,,,,,GW64076A02-1,IA,Z101,SAE8620H,XCJS-864-2016-01,40.000000,55.000,0.000,20161026002236,20161026002236,20161106062804,20161106064835,20161102050230,20161125215137,GW64076A02,21
576,,,,,,G16A518A02-1,IA,Z101,DFS5218SH2,JX1672-2013-02,25.000000,120.000,0.000,20161026000000,20161026000000,20161106062941,20161106064231,20161030165058,20161125223512,G16A518A02,12
577,,,,,,GW64064A01-1,IA,Z101,SCM440H,XCJS-197-2007-01,100.000000,120.000,0.000,20161026005630,20161026005630,20161106064231,20161106073350,20161102002346,20161125172012,GW64064A01,21
578,,,,,,L161235A02-1,IA,Z101,42CrMoS4HHQT,JX2833-2016-01,55.000000,57.000,0.000,20161026003104,20161026003104,20161106064835,20161106071649,20161125002749,20161125002749,L161235A02,21
579,,,,,,G16B166A01-1,IA,Z101,XC45,JX337-2013-05,100.000000,55.000,0.000,20161026005630,20161026005630,20161106071649,20161106080807,20161104060715,20161125180703,G16B166A01,21
580,,,,,,GW64064A01-2,IA,Z101,SCM440H,XCJS-197-2007-01,20.000000,120.000,0.000,20161026001118,20161026001118,20161106073350,20161106074405,20161102044701,20161125224002,GW64064A01,21
581,,,,,,G16A319I03-1,IA,Z101,20MnCr5,JX519-2009-04,45.000000,120.000,0.000,20161026002525,20161026002525,20161106075421,20161106081727,20161107230445,20161125212722,G16A319I03,21
582,,,,,,GW64042D09-1,IA,Z101,AISI4140/42QT,XCJS-648-2015-04,20.000000,53.975,0.000,20161026001118,20161026001118,20161106080807,20161106081823,20161125161127,20161125161127,GW64042D09,21
583,,,,,,G16A776A01-1,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100.000000,100.000,0.000,20161026005630,20161026005630,20161106081727,20161106090845,20161102224653,20161125173249,G16A776A01,21
584,,,,,,GW64042D10-1,IA,Z101,AISI4140/42QT,XCJS-648-2015-04,20.000000,57.150,0.000,20161026001118,20161026001118,20161106081823,20161106082839,20161125161127,20161125161127,GW64042D10,21
585,,,,,,G16A343A01-1,IA,Z101,38MnVS,JX271-2004-02,100.000000,55.000,0.000,20161026005630,20161026005630,20161106083347,20161106092505,20161108015814,20161125185249,G16A343A01,11
586,,,,,,G16A776A01-2,IA,Z101,VW4227-Hay5,XCJS-709-2015-02,100.000000,100.000,0.000,20161026005630,20161026005630,20161106090845,20161106100004,20161102211359,20161125173249,G16A776A01,21
587,,,,,,G169943A02-1,IA,Z101,XC45,JX337-2013-05,100.000000,55.000,0.000,20161026005630,20161026005630,20161106092505,20161106101624,20161108101611,20161125180703,G169943A02,21
588,,,,,,G16A635A01-1,IA,Z101,38MnVS6,JX1570-2012-01,9.000000,105.000,0.000,20161026000505,20161026000505,20161106100004,20161106100441,20161028012325,20161125233221,G16A635A01,21
589,,,,,,G16A798C11-1,IA,Z101,SAE8620H,JX483-2008-02,60.000000,100.000,0.000,20161026003354,20161026003354,20161106100441,20161106103528,20161125232338,20161125232338,G16A798C11,11
590,,,,,,G16A228A01-1,IA,Z101,42CrMo4,JX230-2012-07,30.000000,56.000,0.000,20161026001657,20161026001657,20161106101624,20161106103147,20161109095245,20161125221406,G16A228A01,21
591,,,,,,G16A239B01-1,IA,Z101,VW4227hay2,XCJS-669-2014-01,100.000000,55.000,0.000,20161026005630,20161026005630,20161106103147,20161106112306,20161109004339,20161125182049,G16A239B01,21
592,,,,,,G16A632A06-1,IA,Z101,GCr15,GB/T18254-2002,20.000000,100.000,0.000,20161026001118,20161026001118,20161106103528,20161106104544,20161125234752,20161125234752,G16A632A06,21
593,,,,,,G16A940A02-1,IA,Z101,100CrMnSi6-4,S130024+FPL1.203,16.000000,100.000,0.000,20161026000902,20161026000902,20161106104544,20161106105356,20161105023452,20161125225803,G16A940A02,21
594,,,,,,G16A512A03-1,IA,Z101,100Cr6,S130000,30.000000,100.000,0.000,20161026001657,20161026001657,20161106105356,20161106110920,20161028142036,20161125220350,G16A512A03,21
595,,,,,,G16A531A01-1,IA,Z101,SKF3,XCJS-340-2009-01,35.000000,100.000,0.000,20161026001946,20161026001946,20161106110920,20161106112717,20161030165254,20161125214429,G16A531A01,21
596,,,,,,G16A496B01-1,IA,Z101,MS3007-5,JX2212-2015-01,16.344000,55.000,0.000,20161026000914,20161026000914,20161106112306,20161106113129,20161028225422,20161125230732,G16A496B01,11
597,,,,,,G16A052A01-1,IA,Z101,20MnCrS5 HayB,XCJS-831-2016-01,100.000000,100.000,0.000,20161026005630,20161026005630,20161106112717,20161106121836,20161108084317,20161125182049,G16A052A01,21
598,,,,,,G16A496B01-2,IA,Z101,MS3007-5,JX2212-2015-01,28.656000,55.000,0.000,20161026000000,20161026000000,20161106113129,20161106114611,20161028222232,20161125222801,G16A496B01,12
599,,,,,,G16A474E02-1,IA,Z101,40MnBH2,JX019-2016-03,100.000000,55.000,0.000,20161026005630,20161026005630,20161106114611,20161106123730,20161029001346,20161125182049,G16A474E02,21
600,,,,,,G16A597C01-1,IA,Z101,100CrMnSi6-4,S130024+FPL1.203,20.000000,100.000,0.000,20161026001118,20161026001118,20161106121836,20161106122852,20161026075921,20161125224233,G16A597C01,21
601,,,,,,G16A600A05-1,IA,Z101,GCr15,JX393-2016-04,100.000000,100.000,0.000,20161026005630,20161026005630,20161106122852,20161106132010,20161125225923,20161125225923,G16A600A05,21
602,,,,,,G16A474E02-2,IA,Z101,40MnBH2,JX019-2016-03,20.000000,55.000,0.000,20161026001118,20161026001118,20161106123730,20161106124746,20161029043700,20161125225209,G16A474E02,21
603,,,,,,G16A426C01-1,IA,Z101,CF53,JX1753-2015-02,26.616000,55.000,0.000,20161026001502,20161026001502,20161106124746,20161106130125,20161113140546,20161125222603,G16A426C01,11
604,,,,,,G16A399B01-1,IA,Z101,S55C,JX1573-2012-01,30.000000,55.000,0.000,20161026001657,20161026001657,20161106130125,20161106131649,20161114174026,20161125215943,G16A399B01,21
605,,,,,,G16A455D07-1,IA,Z101,C&U1,JX498-2012-02,59.360000,55.000,0.000,20161026003332,20161026003332,20161106131649,20161106134716,20161125232401,20161125232401,G16A455D07,21
606,,,,,,G16A600A06-1,IA,Z101,GCr15,JX393-2016-04,100.000000,105.000,0.000,20161026005630,20161026005630,20161106132010,20161106141129,20161125225923,20161125225923,G16A600A06,21
607,,,,,,G16A455D07-2,IA,Z101,C&U1,JX498-2012-02,40.640000,55.000,0.000,20161026000000,20161026000000,20161106134716,20161106140807,20161125233522,20161125233522,G16A455D07,12
608,,,,,,G16A455E04-1,IA,Z101,C&U1-T,JX498-2012-02,100.000000,55.000,0.000,20161026005630,20161026005630,20161106140807,20161106145926,20161125225923,20161125225923,G16A455E04,21
609,,,,,,G16A849A01-1,IA,Z101,DFS5218SH3,JX1672-2013-02,0.548000,100.000,0.000,20161026000018,20161026000018,20161106141129,20161106141146,20161104223905,20161125235808,G16A849A01,11
610,,,,,,GW64094A01-1,IA,Z101,41CrS4-hay1,XCJS-201-2016-06,100.000000,100.000,0.000,20161026005630,20161026005630,20161106141146,20161106150305,20161102100647,20161125171753,GW64094A01,21
611,,,,,,G16A455F06-1,IA,Z101,C&U2,JX114-2012-04,50.000000,55.000,0.000,20161026002815,20161026002815,20161106145926,20161106152505,20161125224941,20161125224941,G16A455F06,21
612,,,,,,G16B073A02-1,IA,Z101,ZF7B,XCJS-299-2008-01,40.000000,100.000,0.000,20161026002236,20161026002236,20161106150305,20161106152336,20161104132339,20161125214419,G16B073A02,21
613,,,,,,GW63991A01-1,IA,Z101,SCM440H,XCJS-851-2016-01,17.000000,105.000,0.000,20161026000936,20161026000936,20161106152336,20161106153219,20161031154601,20161125225202,GW63991A01,11
614,,,,,,G16A439A01-1,IA,Z101,C56E2,S130107,9.856000,55.000,0.000,20161026000000,20161026000000,20161106152505,20161106153009,20161114131128,20161125232822,G16A439A01,12
615,,,,,,G16A442A03-1,IA,Z101,SKF3,SKF D33-1 B10001,20.000000,55.000,0.000,20161026001118,20161026001118,20161106153009,20161106154024,20161110195352,20161125224233,G16A442A03,21
616,,,,,,GW63991A02-1,IA,Z101,SCM440H,XCJS-851-2016-01,17.000000,105.000,0.000,20161026000936,20161026000936,20161106153219,20161106154103,20161031153014,20161125225202,GW63991A02,11
